%
% Comments go after a '%' sign.
%
%
% Relation: Features
%
%
% Attributes: 13     Instances: 1500
%
%

@relation Features

@attribute 'ID' numeric
@attribute 'Bored' numeric
@attribute 'Angry' numeric
@attribute 'Sad' numeric
@attribute 'Fear' numeric
@attribute 'Excited' numeric
@attribute 'Happy' numeric
@attribute 'Negative' numeric
@attribute 'Neutral' numeric
@attribute 'Positive' numeric
@attribute 'Sarcasm' numeric
@attribute 'Abuse' numeric
@attribute 'Class' {0,1}


@data
857,0.060613268,0.117730224,0.059698858,0.046717147,0.240880064,0.47436044,0.335,0.249,0.415,0.426923767,0.000226986,1
858,0.088160332,0.340918115,0.104178523,0.148464073,0.196737041,0.121541916,0.86,0.106,0.034,0.626950489,0.006014114,1
859,0.037945177,0.137576823,0.32150153,0.121982147,0.165770021,0.215224303,0.216,0.61,0.174,0.321173958,0.000052300,1
860,0.055331871,0.364129326,0.131287081,0.098104586,0.166493897,0.184653239,0.638,0.234,0.128,0.547802229,0.000104054,1
861,0.039266971,0.192609361,0.183125535,0.183228983,0.212602443,0.189166706,0.354,0.39,0.256,0.450414673,0.000061000,0
862,0.05586738,0.195889965,0.083980518,0.189551298,0.268327941,0.206382899,0.27,0.333,0.398,0.333941176,0.000026600,0
863,0.219837061,0.454085377,0.149861975,0.082643915,0.053316224,0.040255447,0.95,0.039,0.011,0.46812795,0.000018700,0
864,0.206483092,0.20048071,0.085041685,0.107492134,0.214465911,0.186036468,0.71,0.217,0.073,0.785019501,0.000157202,0
865,0.058102339,0.300568423,0.117425153,0.182122936,0.233440562,0.108340587,0.723,0.174,0.103,0.489375372,0.000021300,1
866,0.114490069,0.454952511,0.136294946,0.12473672,0.085142643,0.084383111,0.558,0.321,0.12,0.391421003,0.000022700,0
867,0.073250186,0.191538912,0.338060441,0.196047123,0.136743849,0.064359489,0.85,0.116,0.035,0.458660614,0.001730848,1
868,0.123970968,0.228750908,0.153257038,0.256186527,0.143060122,0.094774437,0.598,0.316,0.086,0.588970548,0.985489070,0
869,0.014231215,0.520513574,0.089925303,0.114740042,0.150066106,0.110523761,0.704,0.205,0.091,0.238779901,0.000110257,1
870,0.05139006,0.283349199,0.249429662,0.219369994,0.123276988,0.073184098,0.846,0.119,0.035,0.67377601,0.000032200,1
871,0.286463356,0.094931618,0.24649996,0.11752531,0.234201465,0.020378291,0.445,0.33,0.225,0.380239183,0.964062452,0
872,0.02953356,0.27369619,0.1223977,0.434713673,0.097053666,0.04260521,0.892,0.082,0.026,0.326632902,0.211014256,0
873,0.112051989,0.143424186,0.211183057,0.290091274,0.144009686,0.099239808,0.484,0.387,0.128,0.49433345,0.000020100,0
874,0.049291732,0.26898179,0.093174348,0.146098253,0.272861931,0.169591947,0.25,0.491,0.258,0.578924023,0.000058000,1
875,0.408747814,0.182317176,0.104743124,0.152744128,0.071926611,0.079521148,0.374,0.539,0.087,0.567296879,0.000040100,1
876,0.096001163,0.200656828,0.352561543,0.229057549,0.074737438,0.04698548,0.957,0.038,0.005,0.592723539,0.003553713,0
877,0.299286893,0.292912758,0.133273906,0.106659675,0.075310497,0.09255627,0.902,0.074,0.024,0.42517066,0.002371647,0
878,0.154968652,0.285858007,0.195909012,0.203281369,0.105200343,0.054782617,0.598,0.296,0.106,0.614638948,0.251894265,1
879,0.104573792,0.373543514,0.200039322,0.166823718,0.109361032,0.045658622,0.914,0.073,0.013,0.564682718,0.855822802,1
880,0.114904896,0.418139025,0.199483863,0.1617883,0.07525027,0.030433647,0.792,0.169,0.039,0.642220166,0.981159210,1
881,0.119003996,0.325865814,0.200975041,0.128412588,0.10720211,0.11854045,0.68,0.19,0.13,0.791557106,0.012479955,1
882,0.093748439,0.262390973,0.121125829,0.164772227,0.243383201,0.11457933,0.192,0.382,0.427,0.494902026,0.000086900,1
883,0.024463287,0.223106162,0.254554969,0.283693473,0.141703175,0.072478935,0.863,0.113,0.024,0.671490017,0.037618525,1
884,0.172606951,0.142137769,0.289088767,0.24405711,0.097924726,0.054184677,0.665,0.295,0.04,0.719413223,0.000022400,0
885,0.078283341,0.646685885,0.095879988,0.080539775,0.049073119,0.049537892,0.855,0.107,0.038,0.616611123,0.000770629,0
886,0.030985193,0.219555086,0.147177481,0.20072308,0.246172569,0.155386591,0.356,0.394,0.249,0.425613549,0.000816057,0
887,0.177347279,0.260989984,0.228874822,0.182380511,0.106314296,0.044093108,0.909,0.081,0.009,0.698570696,0.009411918,0
888,0.124560935,0.122362619,0.169797355,0.394263971,0.103844664,0.085170457,0.639,0.332,0.03,0.603758179,0.001375578,1
889,0,0.170380741,0.086820098,0.147532157,0.293077493,0.302189511,0.057,0.326,0.618,0.223190877,0.000026200,1
890,0.100133591,0.325343064,0.100828786,0.089645349,0.286706475,0.097342736,0.866,0.088,0.046,0.41473637,0.973454833,1
891,0.037450895,0.37694727,0.127970017,0.170665678,0.171343596,0.115622545,0.728,0.212,0.059,0.217036544,0.000345358,0
892,0.03518754,0.293607133,0.200523207,0.184000182,0.192045314,0.094636625,0.693,0.175,0.131,0.523361623,0.000082900,1
893,0.13340853,0.345207472,0.118735384,0.156147132,0.169974841,0.076526641,0.408,0.504,0.088,0.489371114,0.000415864,0
894,0.212765104,0.355922303,0.141057158,0.110487096,0.070080749,0.10968759,0.926,0.062,0.012,0.65944951,0.000017100,1
895,0.114820225,0.552677274,0.094846662,0.112153027,0.061776964,0.063725849,0.638,0.262,0.1,0.620579544,0.002012814,1
896,0.526073567,0.173803652,0.088564316,0.06740097,0.07872135,0.065436145,0.853,0.124,0.023,0.649125044,0.000503851,1
897,0.112223745,0.218252586,0.122256672,0.240699785,0.157203831,0.149363381,0.834,0.13,0.036,0.512162816,0.000023400,0
898,0.060027867,0.325245098,0.254758452,0.153069823,0.090342848,0.116555912,0.693,0.242,0.064,0.544429217,0.000074000,1
899,0,0.146986714,0.292004532,0.158919223,0.198927538,0.203161993,0.261,0.461,0.278,0.387984179,0.153705522,1
900,0.031806142,0.56048302,0.279090745,0.099600617,0.017916949,0.011102527,0.97,0.026,0.005,0.571470599,0.000019400,0
901,0.011464466,0.1691332,0.118853145,0.205459968,0.262392793,0.232696429,0.006,0.029,0.965,0.407802817,0.281370670,0
902,0.04173946,0.783917851,0.076758439,0.047305045,0.031064158,0.019215048,0.94,0.055,0.005,0.314367491,0.005228822,1
903,0.098127847,0.299826296,0.160717736,0.17784466,0.153989387,0.109494074,0.476,0.308,0.215,0.622691898,0.102320701,1
904,0.249852738,0.129617669,0.215495213,0.245966515,0.108417417,0.050650449,0.479,0.481,0.04,0.627887838,0.020480869,0
905,0.194856413,0.136412909,0.225193061,0.269943621,0.131614049,0.041979947,0.744,0.194,0.062,0.681996713,0.000037900,0
906,0.182859391,0.570003941,0.137675209,0.073861632,0.018698322,0.016901506,0.905,0.085,0.01,0.56181619,0.997901082,1
907,0.010476452,0.173267973,0.212809672,0.143987888,0.181436614,0.2780214,0.189,0.306,0.505,0.336586977,0.000029300,1
908,0.088243657,0.353868158,0.109826879,0.075512536,0.205597082,0.166951688,0.409,0.345,0.246,0.461102866,0.000045700,1
909,0.199266774,0.321865815,0.248321994,0.157521292,0.053714656,0.019309469,0.85,0.126,0.023,0.74649204,0.000607437,1
910,0.105568994,0.546246364,0.192976443,0.090094614,0.030640828,0.034472758,0.937,0.054,0.009,0.623330335,0.000050100,1
911,0.066422194,0.113128122,0.199244526,0.257454354,0.244031067,0.119719736,0.314,0.438,0.248,0.593105109,0.000021800,0
912,0.121843427,0.156415389,0.146503086,0.196541981,0.148133932,0.230562185,0.499,0.312,0.189,0.472187609,0.281746686,1
913,0.110387018,0.199276002,0.146169263,0.162082408,0.208313635,0.173771674,0.276,0.252,0.472,0.509034151,0.000024200,0
914,0.141850666,0.287325096,0.161382005,0.200373284,0.137394246,0.071674702,0.739,0.17,0.091,0.642612399,0.000049900,0
915,0.132002198,0.469326829,0.224013925,0.103476966,0.032962292,0.03821779,0.917,0.067,0.016,0.730160813,0.028287333,1
916,0.142288027,0.159899683,0.250683712,0.266491928,0.117504524,0.063132127,0.784,0.176,0.04,0.709113882,0.000184501,0
917,0.025698985,0.085261345,0.032719021,0.125319436,0.362660258,0.368340955,0.026,0.212,0.761,0.203046409,0.375044286,0
918,0.160198691,0.433558418,0.133650264,0.13040816,0.08330142,0.058883049,0.731,0.194,0.075,0.587032223,0.000018100,0
919,0.123760558,0.211815583,0.189564684,0.212626702,0.158898831,0.103333643,0.105,0.551,0.345,0.536869401,0.000043100,0
920,0.119010969,0.551534701,0.154868908,0.096103322,0.043811417,0.034670684,0.961,0.034,0.004,0.436012111,0.000050200,0
921,0.06667559,0.05833522,0.057934631,0.202632356,0.190552828,0.423869376,0.161,0.584,0.255,0.363853427,0.000033800,1
922,0.067368895,0.546860234,0.225746759,0.090801878,0.03583579,0.033386444,0.936,0.053,0.012,0.445264008,0.002315097,0
923,0.126253262,0.154525539,0.112035317,0.216171031,0.225494912,0.165519939,0.238,0.31,0.453,0.425805065,0.113114320,0
924,0.156166591,0.321414313,0.166001237,0.179241487,0.117368665,0.059807708,0.53,0.267,0.204,0.558622195,0.001032620,0
925,0.111198372,0.426964327,0.140500027,0.198598634,0.065866878,0.056871762,0.899,0.07,0.031,0.578666152,0.001593381,0
926,0.084134725,0.401348742,0.115689315,0.162091663,0.156300429,0.080435127,0.513,0.412,0.075,0.732155016,0.999077559,0
927,0.157549793,0.154694961,0.222889839,0.255345208,0.091766857,0.117753343,0.282,0.68,0.038,0.489887058,0.000534434,0
928,0.037037755,0.322047825,0.11258147,0.248989185,0.171152279,0.108191486,0.408,0.475,0.117,0.470293572,0.000496712,1
929,0.064597639,0.122424476,0.160777666,0.246412164,0.218498662,0.187289393,0.469,0.414,0.117,0.497073161,0.003382777,1
930,0.21884995,0.301689548,0.218045619,0.137674468,0.088498211,0.035242205,0.875,0.1,0.025,0.708507383,0.000027700,0
931,0.253879611,0.219159079,0.151940747,0.195088702,0.10068203,0.079249832,0.627,0.233,0.139,0.551148408,0.000059800,0
932,0.165589168,0.177992781,0.182573599,0.221747194,0.1546012,0.097496057,0.38,0.46,0.16,0.587611894,0.000133224,0
933,0.060876317,0.304167069,0.234282843,0.215761108,0.075241721,0.109670941,0.593,0.378,0.029,0.511520035,0.000023900,0
934,0.043945219,0.191574293,0.356164772,0.231940892,0.086667717,0.089707107,0.773,0.176,0.05,0.716839372,0.001251743,0
935,0.152056911,0.126648792,0.14701627,0.285681386,0.178892395,0.109704246,0.624,0.275,0.101,0.47127349,0.000019000,0
936,0.039842842,0.277448044,0.13438389,0.144383648,0.212522923,0.191418654,0.472,0.333,0.196,0.445058472,0.999168515,1
937,0.164285661,0.354008266,0.216965076,0.149182609,0.071321123,0.044237265,0.919,0.068,0.013,0.597045648,0.003342747,0
938,0.118559447,0.42068144,0.247376687,0.124074471,0.046767147,0.042540808,0.889,0.084,0.027,0.771671779,0.024427349,0
939,0.189777227,0.323536045,0.175518684,0.133921444,0.081789672,0.095456928,0.642,0.255,0.103,0.6451019,0.002723532,1
940,0.042802668,0.164649444,0.123199239,0.275666715,0.27277793,0.120904005,0.169,0.374,0.457,0.456006184,0.211452261,1
941,0.193539923,0.294900146,0.128059929,0.232229649,0.081926221,0.069344132,0.887,0.095,0.018,0.545130676,0.000019300,1
942,0.051128611,0.113770872,0.31807901,0.349954404,0.080217964,0.08684914,0.563,0.365,0.072,0.643435675,0.004672274,0
943,0.022635819,0.544576706,0.102384417,0.091026483,0.120878414,0.118498161,0.383,0.146,0.472,0.50769043,0.000294723,1
944,0.072096943,0.434444714,0.082773126,0.116821871,0.110600366,0.18326298,0.582,0.167,0.251,0.63252831,0.000442734,1
945,0.139867513,0.392827367,0.179149555,0.152598526,0.068621738,0.066935303,0.911,0.072,0.017,0.572447096,0.999595821,1
946,0.179084839,0.145391142,0.175818196,0.225089574,0.195130833,0.079485415,0.231,0.517,0.253,0.553722658,0.000033600,0
947,0.266379923,0.215684309,0.236227938,0.15819025,0.079975373,0.043542208,0.888,0.076,0.036,0.698151141,0.000067800,1
948,0.219875516,0.142734511,0.158630787,0.223190347,0.199798376,0.055770463,0.33,0.549,0.121,0.594402721,0.000028600,0
949,0.090573299,0.099208182,0.166520208,0.370371197,0.202831178,0.070495937,0.36,0.475,0.165,0.538395506,0.068549804,1
950,0.062979375,0.485589664,0.170024422,0.0875966,0.079869523,0.113940416,0.697,0.257,0.046,0.39352805,0.000147692,1
951,0.028796275,0.197967383,0.039298998,0.12251409,0.413173285,0.19824997,0.192,0.36,0.448,0.307043212,0.000735606,1
952,0.081064158,0.265026421,0.133930919,0.200971121,0.199600108,0.119407273,0.611,0.211,0.178,0.506160504,0.000055200,0
953,0.129274632,0.372319384,0.214340791,0.134045861,0.09411528,0.055904052,0.86,0.102,0.038,0.647036918,0.005223206,1
954,0.147981302,0.167331494,0.156816173,0.124335601,0.26398949,0.13954594,0.753,0.18,0.067,0.477722617,0.000018400,0
955,0.058275543,0.294141096,0.122748236,0.131330254,0.145130435,0.248374436,0.726,0.163,0.11,0.466635369,0.000731431,0
956,0.201534305,0.257215761,0.06095316,0.142752437,0.214416118,0.123128219,0.582,0.327,0.091,0.516162509,0.000082900,1
957,0.083984763,0.454458241,0.215696523,0.160920373,0.057651753,0.027288347,0.877,0.104,0.018,0.605193061,0.000023800,0
958,0.098785886,0.476835242,0.156644052,0.118115194,0.109436599,0.040183026,0.903,0.075,0.022,0.604047519,0.001875553,1
959,0.054011813,0.25137261,0.204923224,0.195841226,0.125511642,0.168339486,0.656,0.219,0.125,0.540505761,0.000022800,0
960,0.059713568,0.49617231,0.173035661,0.15165859,0.07983737,0.039582503,0.761,0.196,0.043,0.676640309,0.000061000,1
961,0.079581433,0.214501942,0.099507661,0.166662869,0.26356094,0.176185154,0.331,0.407,0.262,0.380462374,0.000197681,0
962,0.040084719,0.094170933,0.125346106,0.280104874,0.232979939,0.227313428,0.424,0.441,0.134,0.573288275,0.000041100,0
963,0,0.064955384,0.097090686,0.089272526,0.396563825,0.352117579,0.056,0.224,0.72,0.284042659,0.001447362,1
964,0.159963314,0.405842439,0.078303661,0.089511277,0.112236573,0.154142736,0.604,0.365,0.031,0.504605894,0.685373902,1
965,0.0891368,0.300967387,0.190500274,0.16771249,0.126815709,0.124867341,0.546,0.223,0.231,0.750510711,0.998136759,1
966,0.018891101,0.40833838,0.035157285,0.07362932,0.363357231,0.100626683,0.728,0.153,0.119,0.323730798,0.018103916,1
967,0.05607388,0.161568599,0.237288141,0.317666929,0.149056136,0.078346315,0.466,0.369,0.165,0.533385813,0.998647034,1
968,0.036952349,0.069270447,0.079279602,0.504404043,0.162725376,0.147368184,0.235,0.669,0.097,0.590811282,0.016224131,1
969,0.086610675,0.500190273,0.189971421,0.130891763,0.059012897,0.033322971,0.909,0.081,0.011,0.62729625,0.001071348,1
970,0.066978519,0.29054824,0.190101389,0.226964091,0.127318009,0.098089752,0.494,0.42,0.086,0.483698763,0.000074800,0
971,0.166153854,0.142261529,0.223201843,0.265714166,0.118101941,0.084566668,0.583,0.271,0.146,0.588614441,0.000030600,0
972,0.131831015,0.449986011,0.210157194,0.104152052,0.066807681,0.037066048,0.959,0.038,0.003,0.671491306,0.000645890,1
973,0.070229459,0.183464574,0.18676731,0.154045779,0.191681371,0.213811507,0.614,0.192,0.194,0.507959136,0.000024000,0
974,0,0.168124895,0.171878957,0.232354224,0.195536882,0.232105042,0.253,0.539,0.208,0.609058733,0.000039300,1
975,0.132146216,0.373023789,0.081916811,0.099499103,0.149190967,0.164223115,0.431,0.371,0.197,0.345614737,0.000020700,1
976,0.057358178,0.458953145,0.177696318,0.184442464,0.080470661,0.041079234,0.846,0.13,0.024,0.534278084,0.000903536,1
977,0,0.109573469,0.090227706,0.117346011,0.265563542,0.417289273,0.207,0.155,0.638,0.396115516,0.000027100,0
978,0.080476248,0.268372664,0.142867639,0.182679814,0.209667739,0.115935897,0.229,0.507,0.265,0.430210755,0.000084300,0
979,0.02116434,0.079183927,0.441995388,0.088413822,0.094135461,0.275107062,0.714,0.249,0.037,0.158859516,0.000017400,1
980,0.131002335,0.264857092,0.228144608,0.194442329,0.117968958,0.06358468,0.704,0.242,0.054,0.662103834,0.000037900,0
981,0.19448077,0.194380065,0.225510277,0.213341158,0.106099789,0.066187941,0.416,0.501,0.084,0.66347169,0.000166169,0
982,0.053270639,0.344923949,0.208565152,0.186651814,0.112146906,0.094441539,0.714,0.176,0.11,0.538194442,0.000022500,1
983,0.056241175,0.190172814,0.175374714,0.153035765,0.27088937,0.154286161,0.42,0.425,0.156,0.496364842,0.000277367,0
984,0.256357401,0.247012704,0.186408195,0.170854642,0.0749879,0.064379157,0.78,0.166,0.053,0.613365161,0.002239383,1
985,0,0.261745352,0.176725072,0.109783531,0.234018894,0.217727152,0.466,0.383,0.151,0.27414702,0.002951080,1
986,0.060542774,0.089921277,0.465571279,0.251931333,0.048254026,0.083779311,0.929,0.058,0.013,0.369730908,0.000021000,1
987,0.040042845,0.299309567,0.257532405,0.158572754,0.113813956,0.130728473,0.85,0.099,0.051,0.442644296,0.000092100,1
988,0.166746321,0.271631602,0.208180991,0.164662894,0.117505739,0.071272454,0.8,0.148,0.052,0.60249925,0.000030100,0
989,0.071520795,0.195883699,0.153021428,0.242190786,0.16629812,0.171085173,0.373,0.552,0.075,0.536300258,0.010916622,1
990,0.087567004,0.110913535,0.146364461,0.277751532,0.245879439,0.131524029,0.294,0.335,0.371,0.50157424,0.000022100,0
991,0,0.12303597,0.150941421,0.138970864,0.322459784,0.264591961,0.079,0.52,0.401,0.251747326,0.000040400,1
992,0.181393161,0.242518051,0.136426725,0.150793249,0.153564513,0.135304301,0.623,0.291,0.086,0.51086624,0.000200042,1
993,0.063919006,0.439041752,0.157002278,0.20001774,0.085622453,0.054396772,0.558,0.342,0.1,0.579503985,0.001632306,1
994,0.097101015,0.138939678,0.326078872,0.253230475,0.089502158,0.095147802,0.286,0.704,0.011,0.561345938,0.000173313,1
995,0.075103021,0.355859658,0.237785274,0.104185441,0.150354375,0.076712231,0.937,0.045,0.018,0.398123731,0.049771730,1
996,0.141838927,0.186730955,0.206061865,0.161215233,0.167029744,0.137123277,0.753,0.159,0.088,0.529062927,0.000051000,0
997,0.066074369,0.485550049,0.142611256,0.140193904,0.112360885,0.053209537,0.894,0.086,0.02,0.504923872,0.003619564,1
998,0.045194523,0.424617069,0.267331925,0.14434615,0.049325459,0.069184874,0.916,0.058,0.026,0.568847427,0.000017400,1
999,0.085610899,0.619691244,0.1478727,0.080839386,0.038511757,0.027474014,0.908,0.086,0.005,0.68068999,0.318580449,1
1000,0.180313129,0.109129898,0.145449513,0.274727804,0.212881143,0.077498514,0.165,0.584,0.251,0.506800384,0.000366110,0
1001,0.096665402,0.412062692,0.160603839,0.106055432,0.13807179,0.086540847,0.844,0.11,0.046,0.547307587,0.985736549,1
1002,0.063706127,0.263037211,0.126829608,0.47826009,0.033357531,0.034809434,0.948,0.048,0.004,0.429006538,0.454586148,1
1003,0.30566875,0.251181927,0.164568397,0.177359479,0.067654048,0.033567398,0.909,0.083,0.008,0.65470677,0.335071206,0
1004,0.096602441,0.419443757,0.116067076,0.177826107,0.102887537,0.087173082,0.682,0.226,0.092,0.500760145,0.999900937,0
1005,0.299630219,0.254252919,0.169351059,0.194683564,0.049886179,0.03219606,0.391,0.303,0.306,0.735223883,0.000851076,0
1006,0.116861928,0.121535795,0.337218642,0.303372833,0.090005628,0.031005174,0.595,0.335,0.07,0.525074498,0.000028800,1
1007,0.105961274,0.156349684,0.171451567,0.229609354,0.225508272,0.111119849,0.707,0.197,0.096,0.556598756,0.167700499,0
1008,0.061744195,0.176974701,0.311166896,0.322010654,0.104175022,0.023928532,0.604,0.277,0.119,0.740417743,0.000543512,1
1009,0.170913879,0.234362124,0.168353744,0.20495192,0.120379564,0.101038769,0.397,0.46,0.144,0.674217257,0.000158392,1
1010,0.011291231,0.61487998,0.070698966,0.097914593,0.151916041,0.053299189,0.907,0.069,0.025,0.285784096,0.956250489,1
1011,0.217880332,0.282772886,0.176810081,0.176899614,0.08857438,0.057062707,0.681,0.262,0.057,0.581968372,0.000019700,1
1012,0.272146427,0.188535385,0.216304085,0.186265712,0.081663264,0.055085127,0.605,0.308,0.087,0.683075198,0.000017900,0
1013,0.060435654,0.305192533,0.178092587,0.226638298,0.143273274,0.086367655,0.357,0.417,0.225,0.45690772,0.225355551,0
1014,0.085390756,0.207630194,0.205420392,0.191450461,0.254261854,0.055846344,0.538,0.321,0.14,0.501873739,0.998461247,0
1015,0.169559664,0.49697079,0.127138754,0.083943633,0.065653125,0.056734035,0.963,0.033,0.004,0.638545053,0.000958427,0
1016,0.134940431,0.368585561,0.103373828,0.125335372,0.136530058,0.131234751,0.823,0.139,0.038,0.482565869,0.000018900,0
1017,0.083557584,0.114255456,0.25070001,0.408425724,0.107156228,0.035904999,0.294,0.683,0.024,0.623192158,0.000066600,0
1018,0.095416035,0.319261257,0.235246366,0.241655004,0.065530724,0.042890614,0.966,0.03,0.004,0.568633991,0.999955773,0
1019,0,0.250382982,0.049593036,0.06785965,0.355593708,0.276570624,0.282,0.299,0.42,0.294214676,0.000130170,1
1020,0.056902806,0.476607974,0.238037644,0.130087738,0.049733033,0.048630806,0.963,0.031,0.006,0.534364555,0.000019500,0
1021,0.078820789,0.290913043,0.152984305,0.229928039,0.169460567,0.077893257,0.223,0.497,0.28,0.51614522,0.001362506,1
1022,0.051603877,0.283978771,0.137807968,0.174922824,0.168463797,0.183222764,0.477,0.379,0.145,0.6249991,0.000019000,1
1023,0.087898197,0.246601518,0.101190359,0.179688479,0.195073565,0.189547882,0.499,0.218,0.284,0.429170799,0.998151600,0
1024,0.126173454,0.316050036,0.235932667,0.187822619,0.074803152,0.059218073,0.888,0.092,0.02,0.755657524,0.983967602,1
1025,0.144347199,0.267037948,0.164219183,0.229157313,0.115033379,0.080204978,0.449,0.351,0.2,0.644224684,0.000660530,0
1026,0.089035683,0.276699706,0.11935385,0.115770193,0.157917941,0.241222627,0.391,0.475,0.134,0.611126897,0.000079800,0
1027,0.063906303,0.091704621,0.127425241,0.205453686,0.239502363,0.272007786,0.244,0.347,0.41,0.308186295,0.000034700,0
1028,0,0.266158881,0.118743721,0.139502955,0.261323463,0.21427098,0.132,0.363,0.505,0.436374892,0.000035200,1
1029,0.146256697,0.507640299,0.159228672,0.14491728,0.028525218,0.013431835,0.983,0.016,0.001,0.642384296,0.002871443,0
1030,0.283016003,0.167210362,0.157198494,0.228547506,0.080466624,0.083561011,0.453,0.47,0.077,0.597316669,0.270923972,1
1031,0.023236856,0.341094494,0.09387524,0.084670931,0.135148512,0.321973967,0.326,0.165,0.509,0.381706061,0.009021715,1
1032,0.160311482,0.303799277,0.209133331,0.178381086,0.07803025,0.070344574,0.624,0.27,0.106,0.625300083,0.000020700,0
1033,0,0.26770381,0.240570393,0.239901126,0.121335745,0.130488926,0.765,0.174,0.062,0.487622596,0.002371826,1
1034,0.151671664,0.271530439,0.178465915,0.183205773,0.16595997,0.04916624,0.686,0.24,0.074,0.627338353,0.896763563,0
1035,0.299762234,0.207355696,0.216720449,0.121376312,0.102657477,0.052127833,0.809,0.133,0.058,0.722992816,0.000852612,0
1036,0.024962788,0.598735633,0.118703542,0.190513409,0.041099533,0.025985094,0.926,0.064,0.01,0.487598624,0.999383926,0
1037,0.107736174,0.190338747,0.156136478,0.157133838,0.194634283,0.19402048,0.304,0.401,0.294,0.615233315,0.000018600,0
1038,0.137980905,0.292340863,0.180175984,0.188064529,0.12822108,0.073216639,0.855,0.111,0.034,0.648699667,0.000602090,0
1039,0.084633617,0.096824498,0.107852422,0.26945445,0.24573023,0.195504783,0.046,0.562,0.392,0.416201823,0.000784338,0
1040,0.080604692,0.146139242,0.105780872,0.193541115,0.326450981,0.147483098,0.072,0.42,0.508,0.359540588,0.000092900,0
1041,0.030375124,0.171904423,0.439537619,0.216776507,0.078692828,0.062713498,0.846,0.124,0.031,0.437693057,0.000022000,0
1042,0.103447548,0.378563366,0.171238006,0.170558133,0.115454942,0.060738006,0.906,0.085,0.009,0.628209376,0.253631890,0
1043,0.029268991,0.139983211,0.075123885,0.158644695,0.293398417,0.303580801,0.03,0.319,0.651,0.278157834,0.000021900,0
1044,0.057219451,0.259225264,0.148069555,0.109605954,0.257444579,0.168435197,0.567,0.335,0.097,0.372472341,0.000254177,0
1045,0.170878853,0.197934341,0.222561257,0.244584613,0.121298541,0.042742396,0.681,0.252,0.068,0.619662234,0.005018160,0
1046,0.166091577,0.285430221,0.113954994,0.155591941,0.142481849,0.136449419,0.383,0.467,0.149,0.602519245,0.018005027,0
1047,0.05794133,0.1161195,0.09101487,0.177655057,0.241669634,0.315599611,0.519,0.285,0.196,0.492141223,0.000384839,0
1048,0.089474699,0.29091009,0.177605124,0.183239905,0.146769088,0.112001095,0.663,0.272,0.065,0.449583102,0.000022100,0
1049,0.121708201,0.181634349,0.16341565,0.259623007,0.209546753,0.064072042,0.465,0.277,0.258,0.490717827,0.000017900,0
1050,0.094702945,0.092846882,0.164183227,0.279434088,0.271417039,0.097415819,0.193,0.534,0.273,0.452034866,0.000030900,0
1051,0.027366469,0.222624958,0.356497995,0.211854657,0.083876815,0.097779106,0.722,0.224,0.054,0.355497397,0.998732984,0
1052,0.074753301,0.493989825,0.169080647,0.175369901,0.049691545,0.037114782,0.793,0.162,0.045,0.507723287,0.003063145,0
1053,0.114711805,0.139055014,0.160335877,0.193651124,0.171904638,0.220341542,0.699,0.176,0.125,0.607182159,0.000016700,0
1054,0.038989104,0.197975438,0.101333497,0.166347106,0.23214276,0.263212095,0.106,0.352,0.541,0.290281396,0.004706790,0
1055,0.124386202,0.122395396,0.177769185,0.248776936,0.214087418,0.112584864,0.165,0.52,0.315,0.529808767,0.081807204,0
1056,0.244030729,0.199588317,0.207468019,0.184804535,0.08699854,0.07710986,0.874,0.116,0.011,0.433074649,0.007010174,0
1057,0.116032465,0.222398683,0.169959341,0.265223114,0.143353636,0.083032762,0.789,0.191,0.021,0.524532195,0.000018500,0
1058,0.239904279,0.181276756,0.329703143,0.183811961,0.040099783,0.025204078,0.829,0.155,0.017,0.666917271,0.878318310,0
1059,0.071541576,0.089815171,0.174585174,0.498904676,0.12498489,0.040168514,0.142,0.382,0.476,0.420886986,0.000249735,0
1060,0.097198766,0.239478948,0.256546445,0.25375003,0.103214708,0.049811103,0.78,0.179,0.04,0.667982294,0.000132565,0
1061,0.074951287,0.121664492,0.125326792,0.402252323,0.167129122,0.108675985,0.244,0.461,0.295,0.299948278,0.000023000,0
1062,0.171107981,0.178029126,0.181976604,0.207053568,0.169673089,0.092159631,0.273,0.426,0.301,0.598269366,0.000335447,0
1063,0.024355372,0.15144489,0.389155067,0.173916068,0.097492458,0.163636145,0.632,0.283,0.085,0.487873102,0.000019000,0
1064,0.037132857,0.192173219,0.137120415,0.159775276,0.193539749,0.280258484,0.475,0.213,0.312,0.461064257,0.000022500,0
1065,0.098656566,0.262751855,0.149673607,0.178341027,0.175787077,0.134789868,0.533,0.319,0.148,0.580845332,0.989802301,0
1066,0.255888598,0.220614728,0.180388903,0.218979973,0.092772399,0.031355399,0.857,0.127,0.016,0.65922174,0.000754609,0
1067,0.04893106,0.111980862,0.114938949,0.191763901,0.277624753,0.254760475,0.504,0.298,0.199,0.398965449,0.000027500,0
1068,0.063219236,0.494502869,0.207384426,0.163194401,0.036064451,0.035634617,0.917,0.076,0.008,0.645574304,0.992198885,0
1069,0.133505075,0.427959619,0.142714693,0.147330004,0.114738404,0.033752205,0.79,0.158,0.052,0.560009596,0.000042400,0
1070,0.147720033,0.24253367,0.208888903,0.216966347,0.140827381,0.043063666,0.747,0.197,0.056,0.671181559,0.986658931,0
